"date","devices"
"2021-10-11T05:30:04.203037","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T05:35:04.269457","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T05:40:04.353287","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T05:45:04.515345","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T05:50:04.683992","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T05:55:04.841320","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:00:05.067618","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:05:04.057086","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:10:04.166467","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:15:04.255904","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:20:04.406410","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:25:04.579792","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:30:04.804372","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:35:04.863793","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:40:04.980341","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:45:04.110257","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:50:04.235038","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T06:55:04.412547","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:00:04.504243","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:05:04.628315","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:10:04.748543","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:15:04.911210","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:20:04.060135","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:25:04.157329","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:30:04.253819","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:35:04.396508","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:40:04.511740","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:45:04.619105","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:50:04.846188","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T07:55:05.054179","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:00:04.135835","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:05:04.282902","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:10:04.377564","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:15:04.568902","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteosoogleMac||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:20:04.660890","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:25:04.779633","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:30:04.840865","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:35:04.956972","1a:05:44:78:88:7b||4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:40:03.988954","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:45:03.918575","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:50:04.872450","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T08:55:05.101546","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:00:04.031085","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:05:03.964164","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:10:03.919043","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:15:05.024770","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:20:04.139582","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:25:04.145342","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:30:04.307249","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:35:04.272772","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:40:04.201402","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:45:04.167478","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:50:04.135721","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T09:55:04.167271","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:00:04.179360","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:05:04.293419","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:10:04.182961","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:15:04.155715","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:20:04.126946","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:25:04.123629","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:30:04.088107","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:35:04.074432","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:40:04.172743","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:45:04.276376","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:50:04.218010","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T10:55:04.296020","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:00:04.272184","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:05:04.152466","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:10:04.105510","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:15:04.189984","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:20:04.295258","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:25:04.457806","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:30:04.548264","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:35:04.668942","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:40:04.797192","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:45:04.831752","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:50:04.957790","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T11:55:03.982763","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:00:03.900431","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:05:04.912774","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:10:04.892190","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:15:04.812912","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:20:04.840850","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:25:04.868481","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:30:04.966016","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:35:04.008763","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:40:04.167416","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:45:04.274913","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
"2021-10-11T12:50:04.371450","4C:8B:30:CA:CE:A6||65TCLRokuTV||DC:E9:94:F9:17:6C||Lisas-MBP-2||Lisas-iPhone||Living-Room||MatteospleWatch||Pixel-3a-XL||d4:5d:64:1c:28:e0||iRobot-A0CF4ECA53154FF4ACCEEE5F5D2CB17F||raspberrypi"
